###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#
#     time		expr		
    0.000000000		1.43887		
    1.000000000		1.40367		
    2.000000000		1.41439		
    3.000000000		1.2942		
    4.000000000		1.31038		
    5.000000000		1.31385		
    6.000000000		1.37985		
    7.000000000		1.40936		
    8.000000000		1.30265		
    9.000000000		1.28712		
   10.000000000		1.31931		
   11.000000000		1.28588		
   12.000000000		1.31331		
   13.000000000		1.34607		
   14.000000000		1.32173		
   15.000000000		1.35351		
   16.000000000		1.38151		
   17.000000000		1.22		
   18.000000000		1.21261		
   19.000000000		1.28786		
   20.000000000		1.27452		
   21.000000000		1.28652		
   22.000000000		1.2876		
   23.000000000		1.24272		
   24.000000000		1.31682		
   25.000000000		1.26719		
   26.000000000		1.23619		
   27.000000000		1.27832		
   28.000000000		1.24461		
   29.000000000		1.24741		
   30.000000000		1.25393		
   31.000000000		1.32231		
   32.000000000		1.40122		
   33.000000000		1.35914		
   34.000000000		1.32001		
   35.000000000		1.33393		
   36.000000000		1.39434		
   37.000000000		1.25403		
   38.000000000		1.26321		
   39.000000000		1.31062		
   40.000000000		1.26178		
   41.000000000		1.25067		
   42.000000000		1.25005		
   43.000000000		1.29395		
   44.000000000		1.21437		
   45.000000000		1.25671		
   46.000000000		1.30156		
   47.000000000		1.27634		
   48.000000000		1.23993		
   49.000000000		1.23063		
   50.000000000		1.29382		
   51.000000000		1.27797		
   52.000000000		1.28138		
   53.000000000		1.32238		
   54.000000000		1.27199		
   55.000000000		1.29039		
   56.000000000		1.32206		
   57.000000000		1.36561		
   58.000000000		1.27286		
   59.000000000		1.27991		
   60.000000000		1.31497		
   61.000000000		1.28023		
   62.000000000		1.26849		
   63.000000000		1.31323		
   64.000000000		1.28178		
   65.000000000		1.28536		
   66.000000000		1.31167		
   67.000000000		1.36204		
   68.000000000		1.3324		
   69.000000000		1.28948		
   70.000000000		1.31367		
   71.000000000		1.33002		
   72.000000000		1.24659		
   73.000000000		1.33422		
   74.000000000		1.33374		
   75.000000000		1.33424		
   76.000000000		1.34133		
   77.000000000		1.43473		
   78.000000000		1.36943		
   79.000000000		1.40557		
   80.000000000		1.309		
   81.000000000		1.28176		
   82.000000000		1.15112		
   83.000000000		1.20079		
   84.000000000		1.20496		
   85.000000000		1.23357		
   86.000000000		1.34372		
   87.000000000		1.2245		
   88.000000000		1.22535		
   89.000000000		1.2788		
   90.000000000		1.28996		
   91.000000000		1.26506		
   92.000000000		1.34416		
   93.000000000		1.313		
   94.000000000		1.32674		
   95.000000000		1.35095		
   96.000000000		1.42332		
   97.000000000		1.36734		
   98.000000000		1.39318		
   99.000000000		1.26353		
  100.000000000		1.30988		
  101.000000000		1.27405		
  102.000000000		1.29362		
  103.000000000		1.25695		
  104.000000000		1.27953		
  105.000000000		1.24016		
  106.000000000		1.26146		
  107.000000000		1.32272		
  108.000000000		1.32482		
  109.000000000		1.27926		
  110.000000000		1.26209		
  111.000000000		1.29093		
  112.000000000		1.29657		
  113.000000000		1.2864		
  114.000000000		1.32524		
  115.000000000		1.31873		
  116.000000000		1.33448		
  117.000000000		1.38557		
  118.000000000		1.28033		
  119.000000000		1.22132		
  120.000000000		1.22339		
  121.000000000		1.29718		
  122.000000000		1.2263		
  123.000000000		1.22015		
  124.000000000		1.25277		
  125.000000000		1.37886		
  126.000000000		1.35923		
  127.000000000		1.29459		
  128.000000000		1.24318		
  129.000000000		1.28311		
  130.000000000		1.29318		
  131.000000000		1.26563		
  132.000000000		1.21019		
  133.000000000		1.18799		
  134.000000000		1.17641		
  135.000000000		1.21224		
  136.000000000		1.29838		
  137.000000000		1.26927		
  138.000000000		1.18725		
  139.000000000		1.16908		
  140.000000000		1.27879		
  141.000000000		1.1778		
  142.000000000		1.23222		
  143.000000000		1.27886		
  144.000000000		1.20192		
  145.000000000		1.29224		
  146.000000000		1.2819		
  147.000000000		1.28854		
  148.000000000		1.29955		
  149.000000000		1.34918		
  150.000000000		1.35923		
  151.000000000		1.30512		
  152.000000000		1.36356		
  153.000000000		1.35972		
  154.000000000		1.32323		
  155.000000000		1.33192		
  156.000000000		1.2913		
  157.000000000		1.2168		
  158.000000000		1.25112		
  159.000000000		1.17803		
  160.000000000		1.19485		
  161.000000000		1.29226		
  162.000000000		1.25638		
  163.000000000		1.23731		
  164.000000000		1.25318		
  165.000000000		1.24171		
  166.000000000		1.39708		
  167.000000000		1.33842		
  168.000000000		1.29396		
  169.000000000		1.36264		
  170.000000000		1.3627		
  171.000000000		1.29862		
  172.000000000		1.32149		
  173.000000000		1.25548		
  174.000000000		1.21413		
  175.000000000		1.18215		
  176.000000000		1.2962		
  177.000000000		1.24793		
  178.000000000		1.25394		
  179.000000000		1.27026		
  180.000000000		1.24471		
  181.000000000		1.27812		
  182.000000000		1.35407		
  183.000000000		1.27246		
  184.000000000		1.30941		
  185.000000000		1.31944		
  186.000000000		1.38649		
  187.000000000		1.37605		
  188.000000000		1.32328		
  189.000000000		1.35215		
  190.000000000		1.34543		
  191.000000000		1.26944		
  192.000000000		1.30244		
  193.000000000		1.34092		
  194.000000000		1.28019		
  195.000000000		1.26751		
  196.000000000		1.31794		
  197.000000000		1.33456		
  198.000000000		1.28317		
  199.000000000		1.25107		
  200.000000000		1.23444		
  201.000000000		1.22912		
  202.000000000		1.26346		
  203.000000000		1.27994		
  204.000000000		1.27907		
  205.000000000		1.30191		
  206.000000000		1.26926		
  207.000000000		1.27123		
  208.000000000		1.26972		
  209.000000000		1.31246		
  210.000000000		1.26347		
  211.000000000		1.20796		
  212.000000000		1.26915		
  213.000000000		1.27097		
  214.000000000		1.29724		
  215.000000000		1.28523		
  216.000000000		1.27532		
  217.000000000		1.28757		
  218.000000000		1.30415		
  219.000000000		1.34392		
  220.000000000		1.3628		
  221.000000000		1.3707		
  222.000000000		1.26124		
  223.000000000		1.25298		
  224.000000000		1.25382		
  225.000000000		1.34136		
  226.000000000		1.29903		
  227.000000000		1.28811		
  228.000000000		1.28045		
  229.000000000		1.35457		
  230.000000000		1.35457		
